time,seconds_elapsed,AccelerationZ,AccelerationY,AccelerationX,GyroscopeZ,GyroscopeY,GyroscopeX,Label
1.73e+18,1.031384277,3.313253026,5.923111115,-1.640578611,0.394113213,0.193375051,-0.718910277,jumping
1.73e+18,1.041344971,2.938012185,5.009321615,-1.259594696,0.454161346,0.188438341,-0.738535643,jumping
1.73e+18,1.051306396,2.368202419,4.442012141,-0.781078043,0.507147908,0.197517812,-0.752088785,jumping
1.73e+18,1.061267334,1.546323725,4.035449695,-0.306462635,0.49981305,0.22054404,-0.789984524,jumping
1.73e+18,1.071228516,0.442757211,3.303163594,0.032405894,0.369849294,0.17718333,-0.837144792,jumping
1.73e+18,1.081188477,-0.994522494,1.395125156,0.209603412,0.141209722,0.009407367,-0.832358778,jumping
1.73e+18,1.09114917,-2.750299994,-2.198530035,0.628624359,-0.080915704,-0.27692306,-0.745423853,jumping
1.73e+18,1.101110352,-2.895103017,-5.31991492,1.509265038,-0.20507732,-0.614978075,-0.815606356,jumping
1.73e+18,1.111071289,-2.081919087,-5.347961449,1.914423024,-0.273383409,-0.922303915,-0.988991678,jumping
1.73e+18,1.121032227,-3.343624199,-3.527682543,1.675831564,-0.417621821,-1.153694272,-0.986380696,jumping
1.73e+18,1.130993164,-4.723461477,-3.89158366,1.007417047,-0.747521579,-1.288652301,-0.88656503,jumping
1.73e+18,1.140954346,-4.195677081,-7.263008304,0.716105512,-1.040646672,-1.234928131,-0.849008024,jumping
1.73e+18,1.150914307,-4.07004433,-10.10200307,1.843233081,-0.965995789,-0.849089682,-0.851482332,jumping
1.73e+18,1.160875,-5.501363958,-10.62385369,3.465491168,-0.567529321,-0.305796057,-0.761659503,jumping
1.73e+18,1.170836182,-7.198094226,-11.74888297,3.586355097,-0.136952013,-0.051085778,-0.563808918,jumping
1.73e+18,1.180797363,-7.566864995,-14.29943722,2.284514666,0.125755772,-0.083021075,-0.360435873,jumping
1.73e+18,1.190758301,-7.88910899,-15.45259369,1.144744474,0.221971482,0.08753185,-0.197632566,jumping
1.73e+18,1.200719238,-8.714651466,-13.73987441,1.431966986,0.261968166,0.641380131,-0.080923006,jumping
1.73e+18,1.210679199,-8.738757734,-12.86356504,3.035159723,0.316254139,1.080135942,0.018299345,jumping
1.73e+18,1.220640381,-7.770762596,-14.03847742,4.255204791,0.411059231,0.879774868,0.146937758,jumping
1.73e+18,1.230601318,-7.363368375,-13.58877083,4.584741865,0.549862027,0.292453945,0.358564466,jumping
1.73e+18,1.240562256,-7.752467061,-11.28949552,4.54731376,0.690493703,-0.095336393,0.611219943,jumping
1.73e+18,1.250523193,-7.097895484,-9.615099254,4.047034042,0.780678928,-0.176056445,0.777275026,jumping
1.73e+18,1.260484375,-5.626591928,-8.649887026,2.909428188,0.779006422,-0.168263763,0.880399525,jumping
1.73e+18,1.270444336,-4.243259501,-7.957004714,1.610295555,0.695079446,-0.212433234,0.964232147,jumping
1.73e+18,1.280405029,-3.001002017,-7.245599489,0.540319468,0.584979832,-0.299400896,1.043133259,jumping
1.73e+18,1.290366211,-1.913483844,-6.313681627,-0.152605441,0.50488025,-0.343530834,1.09188056,jumping
1.73e+18,1.300327148,-0.888961933,-5.168972663,-0.541363935,0.460568994,-0.293589115,1.097440124,jumping
1.73e+18,1.310288086,0.128497785,-3.705340373,-0.729455627,0.445938081,-0.190301403,1.049613595,jumping
1.73e+18,1.320249268,0.957500339,-1.732488979,-0.792749118,0.435542703,-0.039999247,0.974506855,jumping
1.73e+18,1.330209229,1.529243119,0.568072859,-0.662506974,0.405044585,0.125261113,0.887352228,jumping
1.73e+18,1.34017041,1.962586021,2.970361964,-0.363499258,0.336483091,0.253370881,0.778133571,jumping
1.73e+18,1.350131104,2.26528565,4.976939687,-0.040559462,0.227536365,0.321220487,0.661951602,jumping
1.73e+18,1.360092285,2.563478615,6.449044037,0.172166393,0.093109049,0.363031864,0.530355453,jumping
